age,value,rate
0_to_4,115,142.3
5_to_9,109,97.7
10_to_14,152,169.7
15_to_19,587,666.2
20_to_24,1231,1481.7
25_to_29,1322,1376.2
30_to_34,1189,1168.9
35_to_39,1155,1194.6
40_to_44,1164,1244.9
45_to_49,1372,1597.3
50_to_54,1570,1537.8
55_to_59,1387,1225.4
60_to_64,850,859
65_to_69,428,457.4
70_to_74,390,420.9
75_to_79,472,701.5
80_to_84,554,1106.5
85_to_89,647,1991.9
90+,715,3433.4
