age,rate,value
0_to_4,1600.6,1294
5_to_9,1274,1422
10_to_14,2353.3,2108
15_to_19,6048.4,5329
20_to_24,8996,7474
25_to_29,7469.4,7175
30_to_34,6575.1,6688
35_to_39,6441.4,6228
40_to_44,6283.1,5875
45_to_49,7490.6,6434
50_to_54,6735.1,6876
55_to_59,5378.7,6088
60_to_64,4203,4159
65_to_69,2476,2317
70_to_74,2215.9,2053
75_to_79,2725.8,1834
80_to_84,3718.9,1862
85_to_89,5667.8,1841
90+,9099.6,1895
