"","age","rate","value"
"1","50_to_54",5060.7,93081
"2","40_to_44",4840.3,89503
"3","30_to_34",5408.8,104559
"4","80_to_84",4076.1,25902
"5","0_to_4",1498.7,25377
"6","15_to_19",4861.8,83596
"7","65_to_69",2972.8,40216
"8","85_to_89",5965.5,20930
"9","20_to_24",6679.8,106057
"10","70_to_74",2570.5,34192
"11","90+",8687.8,14442
"12","60_to_64",4055.2,61933
"13","5_to_9",1699.8,30760
"14","55_to_59",4312.5,83098
"15","35_to_39",5056.9,96109
"16","45_to_49",5339.8,90787
"17","25_to_29",5999.8,107559
"18","10_to_14",2848.3,51625
"19","75_to_79",3084.8,27785
