"","age","rate","value"
"1","75_to_79",753.8,6790
"2","35_to_39",237.3,4510
"3","80_to_84",1229.7,7814
"4","40_to_44",267.1,4939
"5","70_to_74",449.1,5974
"6","30_to_34",244.3,4723
"7","85_to_89",1980.3,6948
"8","65_to_69",383.8,5192
"9","20_to_24",143.9,2285
"10","25_to_29",235.7,4226
"11","55_to_59",361,6956
"12","15_to_19",47.7,821
"13","5_to_9",21.7,393
"14","10_to_14",24.1,437
"15","90+",3003.6,4993
"16","45_to_49",356.6,6063
"17","60_to_64",403.8,6167
"18","0_to_4",25.2,427
"19","50_to_54",377.4,6941
