age,rate,value
0_to_4,1523,1290
5_to_9,1381.9,1463
10_to_14,2262,2131
15_to_19,4503.1,4175
20_to_24,6604.7,5898
25_to_29,4885.1,5195
30_to_34,4654.5,4959
35_to_39,4688,4513
40_to_44,4583.5,4190
45_to_49,5449.3,4559
50_to_54,5004.1,4853
55_to_59,4352.6,4670
60_to_64,3601.7,3382
65_to_69,2588,2292
70_to_74,2414.7,2092
75_to_79,3087.3,1837
80_to_84,3999.9,1588
85_to_89,5290.7,1132
90+,8213.8,796
