"","age","rate","value"
"1","50_to_54",7431.3,136684
"2","5_to_9",2515.8,45527
"3","15_to_19",6349.9,109183
"4","90+",12185.8,20257
"5","80_to_84",5486,34861
"6","45_to_49",7792.9,132495
"7","10_to_14",3821.6,69265
"8","25_to_29",8777,157347
"9","60_to_64",6011.6,91811
"10","20_to_24",9377.2,148883
"11","40_to_44",7212.8,133372
"12","30_to_34",8140.3,157361
"13","0_to_4",2430,41145
"14","75_to_79",4268.1,38443
"15","35_to_39",7646.2,145320
"16","70_to_74",3590.6,47761
"17","85_to_89",8161,28633
"18","55_to_59",6376.7,122875
"19","65_to_69",4291.8,58060
