"","age","rate","value"
"1","80_to_84",1435.7,9123
"2","35_to_39",379.4,7210
"3","10_to_14",69.7,1263
"4","25_to_29",393.9,7062
"5","5_to_9",61.1,1105
"6","65_to_69",474.6,6420
"7","75_to_79",875.2,7883
"8","0_to_4",62.9,1065
"9","85_to_89",2288.4,8029
"10","15_to_19",129.4,2225
"11","40_to_44",392.1,7250
"12","70_to_74",532.2,7079
"13","50_to_54",491.9,9048
"14","55_to_59",464.8,8957
"15","60_to_64",506.7,7738
"16","45_to_49",484.5,8238
"17","90+",3516.1,5845
"18","20_to_24",302,4795
"19","30_to_34",398.8,7709
