"","age","rate","value"
"1","0_to_4",2452.2,39393
"2","40_to_44",8303.4,156480
"3","85_to_89",8003.7,42334
"4","50_to_54",8516,159804
"5","35_to_39",8958.8,170881
"6","25_to_29",11225.6,190290
"7","70_to_74",3107.6,45034
"8","65_to_69",3777,54538
"9","15_to_19",8051.8,131630
"10","5_to_9",2324.1,43253
"11","80_to_84",5114.6,41145
"12","60_to_64",5990.3,94922
"13","45_to_49",9027.4,154738
"14","10_to_14",4040.4,69727
"15","20_to_24",12260.8,184220
"16","90+",13480.6,47322
"17","55_to_59",6994.1,138521
"18","75_to_79",3747.4,38972
"19","30_to_34",9953.1,185953
