"","age","rate","value"
"1","20_to_24",539,8099
"2","25_to_29",690.7,11708
"3","5_to_9",48.6,904
"4","0_to_4",48.5,779
"5","10_to_14",61.5,1061
"6","80_to_84",1112.9,8953
"7","90+",3386.5,11888
"8","15_to_19",168.8,2759
"9","70_to_74",354.3,5135
"10","40_to_44",533.3,10050
"11","35_to_39",509.2,9712
"12","45_to_49",672.6,11529
"13","55_to_59",571,11309
"14","50_to_54",669.9,12571
"15","60_to_64",492.7,7807
"16","65_to_69",323.8,4675
"17","85_to_89",1988.2,10516
"18","30_to_34",591.6,11053
"19","75_to_79",624.5,6495
