"","age","rate","value"
"1","75_to_79",3777.3,39283
"2","90+",13543.8,47544
"3","25_to_29",11414.4,193491
"4","60_to_64",6061.7,96053
"5","30_to_34",10156.6,189755
"6","45_to_49",9181.1,157373
"7","70_to_74",3135.4,45437
"8","0_to_4",2512.4,40359
"9","85_to_89",8052.7,42593
"10","35_to_39",9158.6,174692
"11","40_to_44",8472.2,159662
"12","15_to_19",8265.6,135125
"13","20_to_24",12440,186913
"14","5_to_9",2438.5,45382
"15","50_to_54",8642.9,162186
"16","65_to_69",3813.7,55068
"17","80_to_84",5146.3,41400
"18","10_to_14",4281.8,73892
"19","55_to_59",7082.7,140275
