age,rate,value
0_to_4,2609.2,2210
5_to_9,2213.2,2343
10_to_14,3346.8,3153
15_to_19,6266.7,5810
20_to_24,9917.1,8856
25_to_29,8003.3,8511
30_to_34,7560.3,8055
35_to_39,7377.4,7102
40_to_44,7105,6495
45_to_49,8370.6,7003
50_to_54,7877.9,7640
55_to_59,6837.4,7336
60_to_64,5799.8,5446
65_to_69,4085.2,3618
70_to_74,3705.2,3210
75_to_79,4598.2,2736
80_to_84,6118.2,2429
85_to_89,8216.5,1758
90+,12692.2,1230
