"","age","rate","value"
"1","35_to_39",7757.7,147439
"2","90+",12231.6,20333
"3","50_to_54",7508.5,138103
"4","65_to_69",4320.8,58452
"5","20_to_24",9479.6,150509
"6","70_to_74",3610.4,48024
"7","15_to_19",6475.5,111344
"8","0_to_4",2479.1,41977
"9","80_to_84",5510.7,35018
"10","10_to_14",3982.9,72188
"11","60_to_64",6058.2,92523
"12","40_to_44",7313.1,135227
"13","45_to_49",7883.5,134035
"14","85_to_89",8195,28752
"15","30_to_34",8244.1,159369
"16","25_to_29",8878.3,159164
"17","75_to_79",4289.4,38635
"18","5_to_9",2612.4,47275
"19","55_to_59",6434.6,123991
