"","age","rate","value"
"1","90+",6575.9,23084
"2","55_to_59",2799.9,55452
"3","35_to_39",3343.5,63774
"4","45_to_49",3639.1,62377
"5","25_to_29",4294.8,72803
"6","85_to_89",3968.4,20990
"7","80_to_84",2488.9,20022
"8","60_to_64",2378,37681
"9","75_to_79",1726.7,17957
"10","0_to_4",820,13173
"11","20_to_24",5258.1,79003
"12","10_to_14",1613.5,27845
"13","30_to_34",3707.2,69262
"14","50_to_54",3419.6,64170
"15","5_to_9",798.7,14865
"16","40_to_44",3197,60249
"17","65_to_69",1534.1,22151
"18","15_to_19",4101,67043
"19","70_to_74",1328.5,19253
