"","age","rate","value"
"1","0_to_4",21,355
"2","20_to_24",87,1381
"3","85_to_89",1569.6,5507
"4","45_to_49",270.9,4606
"5","15_to_19",25.4,436
"6","90+",2311.2,3842
"7","65_to_69",316.8,4286
"8","60_to_64",325.4,4969
"9","55_to_59",287.2,5534
"10","30_to_34",169.4,3275
"11","50_to_54",294.1,5409
"12","70_to_74",376.1,5003
"13","35_to_39",170.5,3241
"14","80_to_84",1009.2,6413
"15","10_to_14",10.9,197
"16","5_to_9",9.6,173
"17","40_to_44",199.2,3684
"18","75_to_79",634.5,5715
"19","25_to_29",158.7,2845
