"","age","rate","value"
"1","0_to_4",2228.3,35796
"2","85_to_89",7631.3,40364
"3","10_to_14",3756.6,64829
"4","75_to_79",3573.9,37168
"5","50_to_54",8002.1,150160
"6","80_to_84",4887.4,39317
"7","65_to_69",3563.1,51449
"8","15_to_19",7611.1,124426
"9","70_to_74",2947,42707
"10","20_to_24",11551.7,173566
"11","5_to_9",2111,39287
"12","60_to_64",5612.9,88942
"13","30_to_34",9256.2,172933
"14","45_to_49",8491.3,145550
"15","55_to_59",6561.1,129945
"16","40_to_44",7776.3,146547
"17","25_to_29",10523.1,178381
"18","35_to_39",8327.5,158838
"19","90+",12872.6,45188
