"","age","rate","value"
"1","40_to_44",510.8,9626
"2","60_to_64",478.7,7585
"3","90+",3342.4,11733
"4","10_to_14",53.1,916
"5","35_to_39",485.3,9257
"6","15_to_19",145.3,2376
"7","50_to_54",649.2,12182
"8","5_to_9",42,782
"9","20_to_24",499.8,7510
"10","55_to_59",554.7,10986
"11","70_to_74",346.7,5024
"12","80_to_84",1099.3,8843
"13","25_to_29",658.3,11159
"14","45_to_49",648.2,11111
"15","30_to_34",563.5,10528
"16","0_to_4",40.7,654
"17","65_to_69",313.5,4527
"18","75_to_79",615.8,6404
"19","85_to_89",1961.9,10377
