"","age","rate","value"
"1","75_to_79",475,4940
"2","35_to_39",334.9,6387
"3","15_to_19",70.3,1149
"4","30_to_34",387,7230
"5","50_to_54",480.6,9019
"6","25_to_29",444.4,7533
"7","90+",2432.2,8538
"8","80_to_84",840.4,6761
"9","10_to_14",17.4,301
"10","60_to_64",354.7,5621
"11","70_to_74",266.2,3857
"12","85_to_89",1460.3,7724
"13","45_to_49",474.7,8137
"14","40_to_44",360.9,6802
"15","55_to_59",409.9,8119
"16","20_to_24",297.1,4464
"17","0_to_4",19.2,309
"18","5_to_9",11.7,218
"19","65_to_69",233,3365
