"","age","rate","value"
"1","45_to_49",462.8,7869
"2","80_to_84",1423.2,9044
"3","75_to_79",865.4,7795
"4","60_to_64",490.8,7496
"5","65_to_69",462.8,6261
"6","85_to_89",2273.1,7975
"7","30_to_34",370.1,7154
"8","70_to_74",524.2,6972
"9","55_to_59",450.7,8684
"10","40_to_44",369.7,6836
"11","50_to_54",473.8,8714
"12","20_to_24",264.1,4193
"13","10_to_14",60.5,1097
"14","0_to_4",52.9,896
"15","90+",3485.4,5794
"16","5_to_9",53.4,967
"17","35_to_39",352.8,6706
"18","25_to_29",361.4,6478
"19","15_to_19",108.7,1869
