"","age","rate","value"
"1","70_to_74",3014.8,40101
"2","65_to_69",3528.5,47734
"3","0_to_4",1820.1,30819
"4","50_to_54",6042.4,111138
"5","15_to_19",5482.3,94265
"6","55_to_59",5172.1,99662
"7","75_to_79",3599.4,32420
"8","40_to_44",5781.8,106911
"9","80_to_84",4675.7,29712
"10","85_to_89",6889.8,24173
"11","45_to_49",6340.9,107807
"12","60_to_64",4869.6,74371
"13","30_to_34",6485,125363
"14","20_to_24",7837.7,124441
"15","25_to_29",7165.6,128460
"16","35_to_39",6063.7,115243
"17","10_to_14",3207.7,58138
"18","5_to_9",1986.1,35941
"19","90+",10212.7,16977
