"","age","rate","value"
"1","70_to_74",461.3,6685
"2","45_to_49",1055.5,18092
"3","35_to_39",896.9,17108
"4","55_to_59",851.3,16860
"5","30_to_34",1039.1,19414
"6","5_to_9",144.6,2691
"7","75_to_79",739.4,7690
"8","40_to_44",881.2,16607
"9","50_to_54",1036.3,19446
"10","25_to_29",1266.8,21474
"11","85_to_89",2197.7,11624
"12","60_to_64",728.2,11539
"13","10_to_14",233.6,4031
"14","90+",3749.7,13163
"15","80_to_84",1258.9,10127
"16","15_to_19",1070.8,17506
"17","0_to_4",170.9,2746
"18","20_to_24",1475.3,22166
"19","65_to_69",470.4,6792
