"","age","rate","value"
"1","70_to_74",3439.2,45747
"2","65_to_69",4079.8,55191
"3","0_to_4",2231.9,37791
"4","5_to_9",2329.8,42161
"5","85_to_89",7843.5,27519
"6","10_to_14",3589.5,65059
"7","75_to_79",4101.4,36942
"8","80_to_84",5284.1,33578
"9","15_to_19",6031.2,103703
"10","50_to_54",6999.4,128739
"11","40_to_44",6744.4,124711
"12","45_to_49",7338.3,124765
"13","35_to_39",7126,135433
"14","55_to_59",6014.6,115897
"15","20_to_24",8880.9,141003
"16","30_to_34",7604.4,147002
"17","60_to_64",5670.2,86597
"18","25_to_29",8257.1,148027
"19","90+",11688.3,19430
