"","age","rate","value"
"1","20_to_24",6364.7,101053
"2","15_to_19",4699.3,80802
"3","35_to_39",4822.8,91660
"4","40_to_44",4639.1,85782
"5","85_to_89",5760.3,20210
"6","70_to_74",2469,32842
"7","65_to_69",2853.5,38602
"8","55_to_59",4125.9,79504
"9","25_to_29",5698,102150
"10","0_to_4",1440.4,24389
"11","50_to_54",4848.7,89182
"12","45_to_49",5122.6,87094
"13","75_to_79",2972.7,26775
"14","60_to_64",3877.1,59212
"15","80_to_84",3935,25005
"16","30_to_34",5155.1,99654
"17","10_to_14",2762.3,50066
"18","90+",8393.6,13953
"19","5_to_9",1637.4,29631
