age,rate,value
0_to_4,2499.9,2021
5_to_9,1880.6,2099
10_to_14,3403.8,3049
15_to_19,8161.8,7191
20_to_24,12899.5,10717
25_to_29,10831.9,10405
30_to_34,9571.7,9736
35_to_39,9206,8901
40_to_44,8737.5,8170
45_to_49,10409.3,8941
50_to_54,9497.3,9696
55_to_59,7701.3,8717
60_to_64,6135.2,6071
65_to_69,3711.3,3473
70_to_74,3276.8,3036
75_to_79,4076.8,2743
80_to_84,5682.3,2845
85_to_89,8620.2,2800
90+,14160.9,2949
