"","age","rate","value"
"1","25_to_29",351.7,6305
"2","50_to_54",468.2,8612
"3","40_to_44",361.4,6683
"4","30_to_34",358.9,6938
"5","15_to_19",101.5,1746
"6","60_to_64",486.1,7424
"7","55_to_59",445.3,8580
"8","10_to_14",57.4,1041
"9","75_to_79",862.5,7769
"10","90+",3472.2,5772
"11","20_to_24",251.6,3995
"12","0_to_4",49.8,844
"13","45_to_49",455.6,7746
"14","70_to_74",520.8,6928
"15","65_to_69",458.1,6197
"16","35_to_39",343.4,6526
"17","80_to_84",1417.9,9010
"18","85_to_89",2264.5,7945
"19","5_to_9",50.4,912
