age,rate,value
0_to_4,1749.1,1414
5_to_9,1355.6,1513
10_to_14,2520.8,2258
15_to_19,6398,5637
20_to_24,9689.3,8050
25_to_29,8046.1,7729
30_to_34,7125.7,7248
35_to_39,6915.1,6686
40_to_44,6751.5,6313
45_to_49,8025,6893
50_to_54,7240.5,7392
55_to_59,5802.7,6568
60_to_64,4574.9,4527
65_to_69,2680.1,2508
70_to_74,2438.2,2259
75_to_79,2938.3,1977
80_to_84,4044.5,2025
85_to_89,6049.5,1965
90+,9685.5,2017
