"","age","rate","value"
"1","45_to_49",675.2,11573
"2","25_to_29",693.9,11763
"3","30_to_34",594.1,11099
"4","85_to_89",1989.9,10525
"5","75_to_79",625,6500
"6","55_to_59",572.1,11331
"7","20_to_24",544,8173
"8","35_to_39",511.8,9762
"9","0_to_4",49.6,796
"10","90+",3386.8,11889
"11","50_to_54",671.2,12595
"12","65_to_69",324.4,4684
"13","10_to_14",62.1,1071
"14","80_to_84",1114.2,8963
"15","70_to_74",354.7,5140
"16","60_to_64",494.1,7830
"17","40_to_44",535.4,10089
"18","5_to_9",49.6,924
"19","15_to_19",170.7,2791
