age,rate,value
0_to_4,2101.6,1699
5_to_9,1619.9,1808
10_to_14,2997.5,2685
15_to_19,7517.1,6623
20_to_24,11718.7,9736
25_to_29,9713.8,9331
30_to_34,8579.7,8727
35_to_39,8322.7,8047
40_to_44,7945,7429
45_to_49,9507.1,8166
50_to_54,8656.9,8838
55_to_59,6993.7,7916
60_to_64,5560.2,5502
65_to_69,3307.4,3095
70_to_74,2966,2748
75_to_79,3633.9,2445
80_to_84,5041.1,2524
85_to_89,7551.9,2453
90+,12384.2,2579
