"","age","rate","value"
"1","45_to_49",4581.8,77900
"2","85_to_89",5398.9,18942
"3","30_to_34",4570.4,88351
"4","15_to_19",4325.7,74379
"5","20_to_24",5704.9,90577
"6","10_to_14",2549.9,46216
"7","75_to_79",2746.8,24741
"8","55_to_59",3687.1,71048
"9","0_to_4",1291.3,21865
"10","70_to_74",2245,29862
"11","5_to_9",1472.8,26652
"12","65_to_69",2572.1,34795
"13","60_to_64",3469.6,52989
"14","25_to_29",5043.1,90409
"15","35_to_39",4280.2,81348
"16","80_to_84",3674.8,23352
"17","40_to_44",4130.5,76377
"18","50_to_54",4333.6,79708
"19","90+",7860.6,13067
