"","age","rate","value"
"1","90+",3368,11823
"2","35_to_39",499.1,9520
"3","80_to_84",1107.2,8907
"4","5_to_9",46.1,858
"5","65_to_69",319.8,4617
"6","45_to_49",662.5,11356
"7","75_to_79",620.4,6452
"8","10_to_14",58.1,1002
"9","55_to_59",563.9,11169
"10","25_to_29",677.7,11488
"11","0_to_4",45.1,725
"12","50_to_54",661.3,12410
"13","85_to_89",1975.3,10448
"14","15_to_19",160.8,2629
"15","60_to_64",486.9,7716
"16","30_to_34",581.2,10858
"17","70_to_74",351.1,5088
"18","40_to_44",523.6,9868
"19","20_to_24",524.4,7879
