age,value,rate
0_to_4,296,366.1
5_to_9,273,244.6
10_to_14,405,452.1
15_to_19,2341,2657
20_to_24,2708,3259.5
25_to_29,2245,2337.1
30_to_34,2021,1986.9
35_to_39,1983,2050.9
40_to_44,1925,2058.7
45_to_49,2207,2569.4
50_to_54,2424,2374.3
55_to_59,2193,1937.5
60_to_64,1358,1372.4
65_to_69,706,754.5
70_to_74,640,690.8
75_to_79,681,1012.1
80_to_84,754,1506
85_to_89,803,2472.1
90+,886,4254.5
