age,value,rate
0_to_4,370,457.7
5_to_9,346,310
10_to_14,542,605.1
15_to_19,2688,3050.9
20_to_24,3220,3875.7
25_to_29,2704,2814.9
30_to_34,2468,2426.3
35_to_39,2387,2468.8
40_to_44,2308,2468.3
45_to_49,2619,3049.1
50_to_54,2872,2813.1
55_to_59,2550,2252.9
60_to_64,1590,1606.8
65_to_69,840,897.6
70_to_74,760,820.3
75_to_79,773,1148.9
80_to_84,864,1725.7
85_to_89,908,2795.4
90+,1000,4801.9
