"","age","rate","value"
"1","70_to_74",946.1,13710
"2","10_to_14",824.5,14228
"3","75_to_79",1268,13187
"4","80_to_84",1876.5,15096
"5","25_to_29",3035,51447
"6","40_to_44",2135.5,40244
"7","20_to_24",3941.7,59224
"8","0_to_4",516,8289
"9","35_to_39",2238.9,42704
"10","45_to_49",2477.1,42460
"11","5_to_9",427.1,7949
"12","50_to_54",2393.8,44920
"13","15_to_19",3054.6,49936
"14","30_to_34",2543.9,47527
"15","65_to_69",1080.7,15604
"16","60_to_64",1673.1,26512
"17","55_to_59",1975.4,39123
"18","85_to_89",3040.9,16084
"19","90+",4997.5,17543
