"","age","rate","value"
"1","15_to_19",135.1,2323
"2","30_to_34",403.7,7804
"3","80_to_84",1437.4,9134
"4","90+",3518.5,5849
"5","0_to_4",64.3,1089
"6","50_to_54",495.6,9116
"7","65_to_69",477.3,6457
"8","25_to_29",402.1,7209
"9","35_to_39",384.9,7315
"10","40_to_44",396.4,7330
"11","5_to_9",62.7,1135
"12","85_to_89",2289.9,8034
"13","75_to_79",877.3,7902
"14","20_to_24",311.5,4945
"15","55_to_59",467.8,9014
"16","70_to_74",534.4,7108
"17","45_to_49",488.4,8303
"18","10_to_14",71,1287
"19","60_to_64",509.7,7785
