"","age","rate","value"
"1","70_to_74",225.2,3263
"2","10_to_14",11.3,195
"3","40_to_44",282.5,5324
"4","20_to_24",210.4,3162
"5","15_to_19",43.9,718
"6","35_to_39",261,4978
"7","5_to_9",7.6,141
"8","75_to_79",392.5,4082
"9","80_to_84",668.4,5377
"10","65_to_69",193.8,2799
"11","90+",1747.1,6133
"12","0_to_4",16.6,267
"13","60_to_64",285.4,4522
"14","25_to_29",344.7,5843
"15","50_to_54",384.1,7208
"16","55_to_59",323.9,6415
"17","85_to_89",1119.1,5919
"18","30_to_34",302.8,5657
"19","45_to_49",376.4,6452
