"","age","rate","value"
"1","45_to_49",2544.1,43608
"2","15_to_19",3115.1,50926
"3","90+",5075.8,17818
"4","70_to_74",969.2,14046
"5","65_to_69",1115.1,16101
"6","10_to_14",855.1,14757
"7","5_to_9",442.4,8233
"8","35_to_39",2300,43870
"9","75_to_79",1295.8,13476
"10","50_to_54",2460.9,46179
"11","80_to_84",1907.7,15347
"12","20_to_24",4036.2,60645
"13","40_to_44",2193.9,41345
"14","25_to_29",3118.4,52862
"15","60_to_64",1717.3,27213
"16","85_to_89",3085.3,16319
"17","30_to_34",2618.7,48924
"18","55_to_59",2028.2,40170
"19","0_to_4",531.7,8542
