age,value,rate
0_to_4,470,581.4
5_to_9,439,393.3
10_to_14,708,790.4
15_to_19,3050,3461.7
20_to_24,3783,4553.4
25_to_29,3306,3441.6
30_to_34,3004,2953.3
35_to_39,2829,2925.9
40_to_44,2744,2934.6
45_to_49,3079,3584.7
50_to_54,3436,3365.6
55_to_59,3031,2677.8
60_to_64,1910,1930.2
65_to_69,1012,1081.5
70_to_74,919,991.9
75_to_79,937,1392.6
80_to_84,1038,2073.2
85_to_89,1091,3358.8
90+,1175,5642.3
