age,rate,value
0_to_4,984.6,796
5_to_9,792.9,885
10_to_14,1562.9,1400
15_to_19,4595.6,4049
20_to_24,6328.8,5258
25_to_29,5044.8,4846
30_to_34,4351.3,4426
35_to_39,4278.8,4137
40_to_44,4263.9,3987
45_to_49,5130.7,4407
50_to_54,4580.2,4676
55_to_59,3684.1,4170
60_to_64,2777.1,2748
65_to_69,1560.2,1460
70_to_74,1448.5,1342
75_to_79,1915.8,1289
80_to_84,2788.2,1396
85_to_89,4384,1424
90+,7188.5,1497
