age,rate,value
0_to_4,2118.1,1794
5_to_9,1846.7,1955
10_to_14,2938.2,2768
15_to_19,5727.4,5310
20_to_24,8964.2,8005
25_to_29,7062.1,7510
30_to_34,6633.9,7068
35_to_39,6489.2,6247
40_to_44,6316.3,5774
45_to_49,7482.5,6260
50_to_54,7043.7,6831
55_to_59,6121.6,6568
60_to_64,5183.2,4867
65_to_69,3631.3,3216
70_to_74,3330,2885
75_to_79,4102.4,2441
80_to_84,5435.6,2158
85_to_89,7174.2,1535
90+,11020.5,1068
