age,rate,value
0_to_4,2447.5,2073
5_to_9,2047.9,2168
10_to_14,3211,3025
15_to_19,6105.9,5661
20_to_24,9710,8671
25_to_29,7797.4,8292
30_to_34,7365.1,7847
35_to_39,7172.8,6905
40_to_44,6948.5,6352
45_to_49,8190.1,6852
50_to_54,7706.7,7474
55_to_59,6703.2,7192
60_to_64,5691.2,5344
65_to_69,3997.1,3540
70_to_74,3654.4,3166
75_to_79,4507.4,2682
80_to_84,6030.1,2394
85_to_89,8052.9,1723
90+,12423.9,1204
