age,rate,value
0_to_4,1605.7,1360
5_to_9,1437.7,1522
10_to_14,2326.8,2192
15_to_19,4645.5,4307
20_to_24,6902.6,6164
25_to_29,5165.4,5493
30_to_34,4896.6,5217
35_to_39,4950.8,4766
40_to_44,4854.8,4438
45_to_49,5755.3,4815
50_to_54,5252.6,5094
55_to_59,4581.9,4916
60_to_64,3816.8,3584
65_to_69,2737,2424
70_to_74,2530.1,2192
75_to_79,3203.3,1906
80_to_84,4166.1,1654
85_to_89,5435.6,1163
90+,8430.5,817
