age,rate,value
0_to_4,2549,2159
5_to_9,2136.7,2262
10_to_14,3299.1,3108
15_to_19,6199.8,5748
20_to_24,9832,8780
25_to_29,7918.7,8421
30_to_34,7490.9,7981
35_to_39,7299.5,7027
40_to_44,7051.4,6446
45_to_49,8298.9,6943
50_to_54,7820.2,7584
55_to_59,6790.8,7286
60_to_64,5758.3,5407
65_to_69,4054.7,3591
70_to_74,3684.4,3192
75_to_79,4564.6,2716
80_to_84,6090.5,2418
85_to_89,8155.7,1745
90+,12589,1220
