age,value,rate
0_to_4,420,495.9
5_to_9,382,360.8
10_to_14,640,679.3
15_to_19,2133,2300.6
20_to_24,2719,3044.8
25_to_29,2113,1987
30_to_34,1944,1824.6
35_to_39,1739,1806.4
40_to_44,1678,1835.6
45_to_49,1849,2210.1
50_to_54,1936,1996.3
55_to_59,2005,1868.7
60_to_64,1327,1413.2
65_to_69,910,1027.5
70_to_74,891,1028.4
75_to_79,916,1539.4
80_to_84,807,2032.7
85_to_89,633,2958.5
90+,454,4684.8
