"","age","rate","value"
"1","35_to_39",4383.9,83318
"2","5_to_9",1502.9,27197
"3","50_to_54",4431.8,81514
"4","25_to_29",5162.9,92556
"5","40_to_44",4227.4,78170
"6","55_to_59",3776.4,72769
"7","75_to_79",2792.4,25151
"8","60_to_64",3546.7,54167
"9","45_to_49",4681.9,79601
"10","70_to_74",2290.4,30466
"11","15_to_19",4397.8,75619
"12","65_to_69",2626.8,35535
"13","90+",7948.4,13213
"14","10_to_14",2591.8,46975
"15","0_to_4",1320.7,22362
"16","30_to_34",4683.7,90542
"17","85_to_89",5468.4,19186
"18","20_to_24",5821.8,92434
"19","80_to_84",3720.9,23645
