"","age","rate","value"
"1","50_to_54",1495.6,28066
"2","85_to_89",2451.4,12966
"3","30_to_34",1554,29033
"4","75_to_79",911.1,9475
"5","60_to_64",1039.4,16470
"6","5_to_9",239.5,4458
"7","25_to_29",1877.7,31830
"8","10_to_14",434.5,7499
"9","40_to_44",1296.6,24435
"10","80_to_84",1451.3,11675
"11","15_to_19",2159.5,35304
"12","90+",4113.2,14439
"13","70_to_74",615,8912
"14","45_to_49",1537.5,26354
"15","0_to_4",295.3,4743
"16","35_to_39",1343.7,25630
"17","65_to_69",675.1,9748
"18","55_to_59",1236.3,24486
"19","20_to_24",2562.8,38507
