age,rate,value
0_to_4,1791.1,1448
5_to_9,1386.9,1548
10_to_14,2593.3,2323
15_to_19,6550.1,5771
20_to_24,9948.1,8265
25_to_29,8252.2,7927
30_to_34,7309.5,7435
35_to_39,7094,6859
40_to_44,6904.4,6456
45_to_49,8202,7045
50_to_54,7420.8,7576
55_to_59,5945,6729
60_to_64,4715.4,4666
65_to_69,2752.8,2576
70_to_74,2505.1,2321
75_to_79,3023.1,2034
80_to_84,4140.4,2073
85_to_89,6157.3,2000
90+,9887.2,2059
