"","age","rate","value"
"1","80_to_84",1028.2,6534
"2","25_to_29",165.4,2965
"3","85_to_89",1602.7,5623
"4","50_to_54",300.2,5521
"5","40_to_44",204.5,3782
"6","70_to_74",380.8,5065
"7","10_to_14",11.1,201
"8","65_to_69",322.1,4357
"9","20_to_24",91.1,1447
"10","30_to_34",174.7,3377
"11","75_to_79",643.9,5800
"12","0_to_4",21.1,358
"13","35_to_39",175.8,3341
"14","5_to_9",9.9,180
"15","15_to_19",27,464
"16","55_to_59",292.2,5631
"17","45_to_49",278,4727
"18","60_to_64",332.4,5076
"19","90+",2369.6,3939
