age,value,rate
0_to_4,173,204.3
5_to_9,141,133.2
10_to_14,249,264.3
15_to_19,769,829.4
20_to_24,1117,1250.8
25_to_29,1029,967.6
30_to_34,937,879.5
35_to_39,892,926.6
40_to_44,817,893.7
45_to_49,945,1129.5
50_to_54,998,1029.1
55_to_59,1058,986.1
60_to_64,725,772.1
65_to_69,499,563.4
70_to_74,560,646.4
75_to_79,611,1026.9
80_to_84,572,1440.8
85_to_89,463,2164
90+,335,3456.8
