"","age","rate","value"
"1","40_to_44",360.2,6660
"2","5_to_9",50,905
"3","10_to_14",57,1034
"4","15_to_19",101,1736
"5","45_to_49",454.2,7723
"6","75_to_79",862.4,7768
"7","50_to_54",467.2,8594
"8","60_to_64",485.8,7420
"9","30_to_34",357.3,6907
"10","20_to_24",249.9,3967
"11","65_to_69",457.4,6188
"12","90+",3472.2,5772
"13","70_to_74",520.8,6927
"14","55_to_59",444.3,8562
"15","35_to_39",341.7,6494
"16","80_to_84",1417.2,9006
"17","85_to_89",2263.6,7942
"18","25_to_29",350.1,6277
"19","0_to_4",49.4,837
