"","age","rate","value"
"1","15_to_19",56.9,930
"2","75_to_79",439,4566
"3","20_to_24",257.8,3874
"4","90+",2125.7,7462
"5","5_to_9",9.4,175
"6","25_to_29",399.2,6767
"7","30_to_34",349.4,6528
"8","35_to_39",302.2,5765
"9","40_to_44",327.3,6169
"10","45_to_49",434,7440
"11","70_to_74",247.5,3586
"12","60_to_64",324.4,5141
"13","10_to_14",13.7,237
"14","0_to_4",17.7,284
"15","55_to_59",372.3,7374
"16","80_to_84",763.5,6142
"17","50_to_54",436,8181
"18","85_to_89",1311.7,6938
"19","65_to_69",215,3104
