"","age","rate","value"
"1","80_to_84",1406.4,8937
"2","35_to_39",325.8,6192
"3","40_to_44",344.5,6370
"4","50_to_54",455.4,8376
"5","90+",3450,5735
"6","0_to_4",43.5,736
"7","75_to_79",855.5,7706
"8","60_to_64",476.6,7279
"9","30_to_34",342.8,6626
"10","45_to_49",441.4,7505
"11","10_to_14",51.7,937
"12","85_to_89",2251.7,7900
"13","65_to_69",449.3,6078
"14","5_to_9",44.5,806
"15","25_to_29",332.1,5953
"16","55_to_59",435.3,8387
"17","15_to_19",90.1,1549
"18","20_to_24",229.3,3641
"19","70_to_74",513.7,6833
