"","age","rate","value"
"1","45_to_49",3731.2,63438
"2","90+",7126.7,11847
"3","55_to_59",3036.8,58516
"4","25_to_29",4092.3,73363
"5","0_to_4",1049.4,17769
"6","50_to_54",3564.9,65569
"7","40_to_44",3328.4,61546
"8","30_to_34",3701.4,71552
"9","80_to_84",3319.7,21095
"10","35_to_39",3450.2,65573
"11","5_to_9",1213.4,21958
"12","75_to_79",2431.2,21898
"13","20_to_24",4822,76559
"14","65_to_69",2159.2,29210
"15","60_to_64",2867.6,43795
"16","15_to_19",3807.9,65475
"17","85_to_89",4913.2,17238
"18","10_to_14",2181.4,39538
"19","70_to_74",1926.5,25626
