"","age","rate","value"
"1","90+",6330.9,22224
"2","50_to_54",3284.9,61641
"3","25_to_29",4126.9,69957
"4","15_to_19",3952,64607
"5","65_to_69",1476.4,21318
"6","70_to_74",1282.7,18589
"7","40_to_44",3036.6,57226
"8","75_to_79",1664.9,17315
"9","5_to_9",735.1,13680
"10","0_to_4",774.8,12446
"11","10_to_14",1478.8,25521
"12","85_to_89",3835.9,20289
"13","45_to_49",3473.8,59545
"14","55_to_59",2692.9,53333
"15","30_to_34",3545,66231
"16","35_to_39",3181.6,60685
"17","80_to_84",2397.3,19285
"18","20_to_24",5089.5,76471
"19","60_to_64",2284.6,36202
