"","age","rate","value"
"1","50_to_54",2898.3,53309
"2","20_to_24",4068.1,64590
"3","60_to_64",2400.3,36659
"4","30_to_34",2922.1,56488
"5","15_to_19",3190.6,54861
"6","55_to_59",2499.3,48160
"7","40_to_44",2601.1,48097
"8","0_to_4",804.6,13624
"9","80_to_84",2935.7,18655
"10","75_to_79",2134.3,19224
"11","70_to_74",1661.2,22097
"12","5_to_9",883.3,15985
"13","85_to_89",4319.5,15155
"14","90+",6276.7,10434
"15","35_to_39",2706.5,51438
"16","25_to_29",3250.6,58274
"17","10_to_14",1583,28691
"18","65_to_69",1835.5,24831
"19","45_to_49",2955.1,50243
