"","age","rate","value"
"1","70_to_74",867.9,11544
"2","60_to_64",1086.7,16597
"3","80_to_84",1817.6,11550
"4","30_to_34",1269.9,24549
"5","25_to_29",1451.5,26022
"6","40_to_44",1075.9,19895
"7","85_to_89",2759.6,9682
"8","55_to_59",1102.8,21251
"9","45_to_49",1246.7,21196
"10","10_to_14",461.8,8370
"11","65_to_69",888.7,12022
"12","35_to_39",1148.3,21824
"13","5_to_9",280.3,5072
"14","20_to_24",2069.3,32854
"15","75_to_79",1216.6,10958
"16","0_to_4",303.5,5139
"17","15_to_19",1660.9,28558
"18","50_to_54",1244.1,22882
"19","90+",4103.3,6821
