"","age","rate","value"
"1","25_to_29",8449.3,143228
"2","35_to_39",6622.4,126315
"3","30_to_34",7335.5,137048
"4","40_to_44",6248.1,117748
"5","5_to_9",1662.5,30939
"6","85_to_89",6113.1,32334
"7","60_to_64",4420.9,70054
"8","20_to_24",9464.7,142208
"9","50_to_54",6383.1,119780
"10","75_to_79",2868.4,29831
"11","45_to_49",6858.2,117557
"12","55_to_59",5205.9,103104
"13","0_to_4",1655.7,26598
"14","90+",10143.3,35607
"15","10_to_14",3170.9,54722
"16","70_to_74",2359.3,34190
"17","65_to_69",2837,40964
"18","80_to_84",3935,31655
"19","15_to_19",6572.3,107444
