"","age","rate","value"
"1","65_to_69",1648.5,23803
"2","70_to_74",1418.7,20560
"3","25_to_29",4675.8,79262
"4","90+",7020.6,24645
"5","45_to_49",3983.2,68276
"6","40_to_44",3538.4,66683
"7","80_to_84",2655,21358
"8","10_to_14",1894.7,32698
"9","0_to_4",917.8,14743
"10","60_to_64",2562.3,40602
"11","5_to_9",930.6,17318
"12","15_to_19",4418.3,72230
"13","75_to_79",1845.2,19190
"14","50_to_54",3713.4,69682
"15","85_to_89",4238.2,22417
"16","35_to_39",3693.4,70448
"17","55_to_59",3021,59832
"18","30_to_34",4063.6,75919
"19","20_to_24",5627.6,84555
