"","age","rate","value"
"1","50_to_54",4210.6,77446
"2","65_to_69",2498.8,33804
"3","5_to_9",1432,25914
"4","40_to_44",4002.6,74012
"5","85_to_89",5317.1,18655
"6","0_to_4",1253,21216
"7","25_to_29",4875,87395
"8","10_to_14",2494.5,45212
"9","75_to_79",2688.1,24212
"10","20_to_24",5544.5,88031
"11","30_to_34",4423.3,85508
"12","35_to_39",4142.3,78727
"13","45_to_49",4449.3,75646
"14","80_to_84",3618.7,22995
"15","60_to_64",3364.5,51384
"16","70_to_74",2191.9,29156
"17","55_to_59",3579,68965
"18","15_to_19",4237.6,72863
"19","90+",7759.5,12899
