age,rate,value
0_to_4,2275.1,1927
5_to_9,1938.3,2052
10_to_14,3074,2896
15_to_19,5917.2,5486
20_to_24,9361.7,8360
25_to_29,7454.2,7927
30_to_34,7005.6,7464
35_to_39,6832,6577
40_to_44,6663,6091
45_to_49,7867.4,6582
50_to_54,7390.2,7167
55_to_59,6429.2,6898
60_to_64,5461.1,5128
65_to_69,3822.1,3385
70_to_74,3495.1,3028
75_to_79,4307.4,2563
80_to_84,5763.1,2288
85_to_89,7651,1637
90+,11732.5,1137
