age,rate,value
0_to_4,2491.2,2014
5_to_9,1874.3,2092
10_to_14,3398.2,3044
15_to_19,8160.6,7190
20_to_24,12893.4,10712
25_to_29,10820.4,10394
30_to_34,9565.8,9730
35_to_39,9199.8,8895
40_to_44,8728.9,8162
45_to_49,10405.8,8938
50_to_54,9495.4,9694
55_to_59,7696,8711
60_to_64,6135.2,6071
65_to_69,3710.3,3472
70_to_74,3275.8,3035
75_to_79,4075.3,2742
80_to_84,5682.3,2845
85_to_89,8614,2798
90+,14151.3,2947
