age,rate,value
0_to_4,1670.6,1415
5_to_9,1483,1570
10_to_14,2389.4,2251
15_to_19,4758.8,4412
20_to_24,7098.5,6339
25_to_29,5376.9,5718
30_to_34,5100.3,5434
35_to_39,5130.5,4939
40_to_44,5044,4611
45_to_49,5953.7,4981
50_to_54,5460.9,5296
55_to_59,4763.6,5111
60_to_64,3971.2,3729
65_to_69,2837.5,2513
70_to_74,2599.4,2252
75_to_79,3272.2,1947
80_to_84,4254.3,1689
85_to_89,5501,1177
90+,8626.6,836
