"","age","rate","value"
"1","45_to_49",7958.2,135305
"2","35_to_39",7842.7,149054
"3","30_to_34",8320.9,160853
"4","5_to_9",2663.2,48193
"5","10_to_14",4091.6,74159
"6","60_to_64",6090.3,93013
"7","55_to_59",6474.7,124763
"8","20_to_24",9554.3,151695
"9","75_to_79",4304.3,38769
"10","70_to_74",3626.1,48232
"11","90+",12262.8,20385
"12","80_to_84",5529.4,35137
"13","85_to_89",8218.9,28836
"14","0_to_4",2506.2,42435
"15","50_to_54",7564.5,139133
"16","15_to_19",6563.1,112849
"17","25_to_29",8949.2,160435
"18","40_to_44",7392.4,136693
"19","65_to_69",4339.1,58699
