"","age","rate","value"
"1","65_to_69",3756,54235
"2","0_to_4",2417.7,38839
"3","15_to_19",7971.2,130313
"4","5_to_9",2274.8,42335
"5","50_to_54",8459.7,158747
"6","40_to_44",8231.5,155125
"7","70_to_74",3092.9,44821
"8","80_to_84",5094.4,40982
"9","20_to_24",12170.5,182863
"10","45_to_49",8959.6,153576
"11","30_to_34",9863.9,184286
"12","35_to_39",8877.5,169330
"13","75_to_79",3732.7,38819
"14","25_to_29",11135.8,188768
"15","10_to_14",3970.4,68518
"16","55_to_59",6950.7,137660
"17","85_to_89",7973.9,42176
"18","90+",13444.4,47195
"19","60_to_64",5955.1,94365
