age,value,rate
0_to_4,414,512.1
5_to_9,401,359.3
10_to_14,642,716.7
15_to_19,2902,3293.8
20_to_24,3559,4283.8
25_to_29,3045,3169.9
30_to_34,2752,2705.5
35_to_39,2639,2729.4
40_to_44,2557,2734.6
45_to_49,2857,3326.2
50_to_54,3173,3108
55_to_59,2812,2484.4
60_to_64,1769,1787.7
65_to_69,950,1015.2
70_to_74,870,939
75_to_79,866,1287.1
80_to_84,960,1917.4
85_to_89,1016,3127.9
90+,1116,5358.9
