"","age","rate","value"
"1","30_to_34",8301.2,155091
"2","90+",11575.4,40634
"3","75_to_79",3225.7,33546
"4","40_to_44",7025.1,132391
"5","50_to_54",7236.7,135798
"6","45_to_49",7700.9,132001
"7","10_to_14",3461.4,59735
"8","35_to_39",7473.8,142555
"9","80_to_84",4429.3,35632
"10","70_to_74",2657.4,38510
"11","20_to_24",10558.3,158640
"12","55_to_59",5908.7,117024
"13","60_to_64",5036.3,79805
"14","25_to_29",9522.8,161425
"15","85_to_89",6895.1,36470
"16","15_to_19",7111.3,116255
"17","0_to_4",1923.3,30897
"18","65_to_69",3199.9,46204
"19","5_to_9",1873.2,34861
